,num_boleta,nombre,sexo,fecha_nacimiento,estatus_candidatura,url_cv,url_foto,descripcion,vision_jurisdiccional,vision_impjusticia,propuesta1,propuesta2,propuesta3
10,11,GARCIA MENDOZA IRMA GUADALUPE,M,1970-12-30,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_21.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/21.jpg,"Es un anhelo y un gran honor trabajar para garantizar la justicia, la defensa y el respeto a la Constitución mexicana.","Las resoluciones que emite la Corte constituyen los pilares de la impartición de justicia, por ello cada sentencia y criterio que emita seguirán coadyuvando en un cambio social ético y humanístico. Seguir impulsando una justicia más inclusiva y accesible, velando por el respeto y la protección de los derechos humanos con un enfoque interseccional para la consolidación de un Sistema Judicial transparente, independiente y eficaz que coadyuve en la construcción de una sociedad más justa.","Contar con una Corte de excelencia, democrática, austera, transparente, alejada de toda corrupción y cercana a la gente que garantice la equidad, el respeto a los derechos humanos y la protección de la dignidad de las personas bajo los principios de igualdad y no discriminación que visibilicen sus sentencias no solo como una decisión, sino como un conjunto de acciones que abarquen la prevención y reparación con un enfoque humanista con sentencias reales, efectivas, accesibles y completas.","Fortalecimiento de la capacitación continua: Con programas de formación constante para el personal del Poder Judicial de la Federación, con un enfoque interseccional de derechos humanos y resolución de conflictos que responda a las realidades sociales y jurídicas actuales. Además, debe ser un sistema Judicial de puertas abiertas a la ciudadanía respecto a la formación y profesionalización jurídica gratuita que permita el acceso a la carrera judicial.",Digitalización y simplificación de procesos: Fomentar el uso de tecnología para agilizar trámites y mejorar el acceso a la justicia. Promover el conocimiento de los derechos de grupos vulnerables y el alcance de los criterios emitidos que permitan el acercamiento de la ciudadanía a la Suprema Corte de Justicia de la Nación al conocer mediante una comunicación sencilla la labor que desempeña.,"Enfoque humano y de género: Promover una perspectiva inclusiva y sensible al contexto social, garantizando que las decisiones judiciales respeten la diversidad y los derechos fundamentales con la promoción y difusión de los protocolos, investigaciones y el desarrollo científico interinstitucional."
11,12,GARCIA VILLEGAS SANCHEZ CORDERO PAULA MARIA,M,,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_22.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/22.jpg,El servicio público implica un compromiso con la sociedad especialmente con quienes están en situación de vulnerabilidad,"Debe garantizar la neutralidad e imparcialidad, respetando las garantías judiciales establecidas en el artículo 17 constitucional. La justicia debe ser independiente, rápida, expedita, imparcial y completa, garantizando su neutralidad y el equilibrio entre las partes, con una visión integral que genere credibilidad social. Se requiere justicia social.","La justicia debe ser cercana a las personas, resolver los problemas de fondo sobre la forma y ser empática con el dolor ajeno. Detrás de los expedientes se encuentran personas que buscan justicia. Debe ser rápida, accesible y respetuosa de los derechos humanos, con especial atención a quienes están en situación de vulnerabilidad. Dictar sentencias justas fortalece la confianza en el Poder Judicial y lo legitima ante la sociedad.","Transparencia durante todo el procedimiento, protegiendo los datos sensibles, tal como se hace en la versión pública de las sentencias. Uso de lenguaje cotidiano y sentencias más cortas. Promoción de mecanismos alternativos para la resolución de controversias y fomento de una cultura de paz, llevándola de manera itinerante a las comunidades más apartadas.",Cercanía de la persona juzgadora con las personas justiciables. Rendición de cuentas y cero tolerancia a la corrupción. Garantizar ambientes libres de violencia. Atención en forma equitativa al público.,"Adaptarse a los cambios tecnológicos y a las demandas de las nuevas generaciones. Buscar eliminar el papel y cambiar a sistemas electrónicos. Acceso efectivo a la justicia a través de sistemas digitales más eficientes, accesibles y sostenibles."
12,13,GONZALEZ CENTENO ALMA DELIA,M,1977-03-28,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_23.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/23.jpg,Quiero ocupar un cargo público porque creo firmemente que la Corte necesita un cambio en su administración de justicia.,"Debe ser abierta, confiable y que garantice el acceso a una justicia pronta enfocada en todos los sectores con perspectiva de derechos humanos.","Debe ser expedita, imparcial, eficiente y transparente para todos, analizando las circunstancias de cada persona y fortaleciendo la confianza ciudadana en el sistema judicial.","Contra la corrupción, honestidad y transparencia. ¿Cómo lograrlo? La lucha contra la corrupción en el Poder Judicial requiere mecanismos efectivos de supervisión. Por ello, yo impulsaré una Reforma Judicial que establezca un proceso de certificación obligatorio para ministras y ministros de la SCJN cada cuatro años, permitiendo así una evaluación continua de su idoneidad durante mi periodo de 12 años. Este proceso incluirá evaluaciones de desempeño y mecanismos de integridad.","Contra elitismo, cercanía y acceso para todas, y ¿cómo lograrlo? El acceso a la justicia no debe ser un privilegio reservado para unos cuantos. Yo propongo abrir la SCJN a la ciudadanía mediante foros públicos a nivel federal y estatal, donde cualquier persona que sienta vulnerados sus derechos pueda expresar sus preocupaciones sobre acciones de inconstitucionalidad. Una Suprema Corte realmente democrática debe escuchar a todas las voces y legitimarse a través del diálogo con la sociedad.","Contra la ineficiencia, rapidez y calidad en él, ¿cómo lograrlo? Para garantizar que la justicia en México sea rápida y equitativa, yo promoveré la implementación de un sistema de medición de eficiencia en la SCJN, que permita evaluar y mostrar de forma transparente el desempeño de cada ministro. A través de una plataforma digital, se presentarán indicadores claros sobre su productividad y la de su equipo, utilizando un sistema de semáforos que facilite la comprensión ciudadana"
13,14,GONZALEZ TIRADO ROSA ELENA,M,,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_24.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/24.jpg,No daré un paso atrás. Tengo papel y pluma en mano para dejar huella como una juzgadora digna del pueblo mexicano.,"La función jurisdiccional se debe ejercer con transparencia y autonomía, porque son el eje fundamental para acercar a la judicatura con la sociedad. Las sesiones son deben seguir públicas, todos debemos conocer los porqués de una determinación judicial. Tratándose del Máximo Tribunal del país, esa tarea adquiere una relevancia especial pues, como última instancia, va marcando las pautas del derecho y adaptando sus criterios a las nuevas realidades sociales.","Honrar siempre el juramento de cumplir y hacer cumplir la Constitución. Ese compromiso excluye absolutamente cualquier injerencia de otros poderes o grupos. El derecho de acceso a la justica no solo precisa de leyes y buenas intenciones, sino del compromiso franco de aquellos en quienes se deposita la noble y honrosa función de juzgar. Recordar que el apellido de nuestras sentencias es el de Tengo la convicción y ética profesional para otorgar ese apellido en todo lo que hago.","Renovación. Una de las expresiones de la división de poderes es la independencia judicial, cuyo propósito es que los jueces cumplan con la protección de los derechos humanos. Esto implica autonomía en sentido amplio [institucional] y estricto [toma de decisiones]; pero ambas son necesarias para cumplir con lo que manda la Constitución. La defensa de la autonomía y de la institución no debe confundirse con confrontación y tampoco puede llevarse a cabo sin la legitimación otorgada por la sociedad.","Transparencia, comunicación y protección a los Derechos Humanos. Principios que deben regir como parámetros de actuación más allá de lo jurisdiccional, tanto en lo administrativo, como en el trato con la sociedad. Se garantizarán los derechos humanos. La sociedad conocerá a fondo la actuación de los juzgadores. La comunicación será en ambos sentidos.","Imparcialidad y respeto a la diversidad. Al ponerse la toga, se debe prescindir de resolver con alguna influencia, pues ello rompe con la independencia e imparcialidad. Si la postura o influencia es más fuerte que el deber de juzgar alejado de ellas, existen las excusas e impedimentos. En la Corte debemos procurar que la discusión de los asuntos se dé en un marco de respeto a la diversidad de ideas, que permita el enriquecimiento de cada decisión."
14,15,GÜICHO GONZALEZ MONICA ARCELIA,M,1971-05-10,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_17.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/17.jpg,"Porque me he formado para ser Ministra de la Corte durante mi trayectoria profesional y de vida, para servir a mi país.","El ejercicio de la justicia en México atraviesa un momento crucial, marcado por una reforma al poder judicial, que exige no solo adaptación a nuevos paradigmas, sino también un firme compromiso con los principios fundamentales de equidad, transparencia, eficiencia y accesibilidad. En este contexto, mi postulación como Ministra de la Suprema Corte de Justicia de la Nación responde a una necesidad urgente de renovar y fortalecer la impartición de justicia en nuestro país.","La reciente reforma al poder judicial en México ha dado un paso fundamental hacia la modernización del sistema de justicia, con la promesa de garantizar una justicia más accesible, eficiente y equitativa. No obstante, para que esta reforma no se quede solo en el plano normativo, es necesario que quienes ocupen las posiciones de mayor responsabilidad dentro del poder judicial compartan una visión coherente con los principios que guían esta transformación.","Este nuevo modelo de justicia exige una reforma estructural, que no solo involucra el uso de tecnologías de inteligencia artificial y de la era digital para agilizar los procesos judiciales, sino también un cambio cultural en la manera en que se administra la justicia.","Institucionalizar el diálogo y la deliberación ciudadana en la justicia, con inclusión de nuevas perspectivas, especialmente en lo que respecta a la igualdad de género, la protección de los derechos humanos y la búsqueda de soluciones más ágiles que resuelvan los problemas de la población.","Impulsar un sistema nacional de defensoría pública que acompañe a los ciudadanos no solo en los juicios, sino desde antes que inicie el conflicto judicial, de forma preventiva, que cuente con un componente antidiscriminación, de grupos prioritarios y vulnerables, así como uno de protección a periodistas y activistas de derechos humanos."
15,16,HERRERIAS GUERRA SARA IRENE,M,1964-02-25,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_26.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/26.jpg,"Para que la justicia sea confiable, entendible y contribuya a la justicia social. Para que todas las personas sean oídas","Justicia accesible, ágil, confiable, humana, restaurativa. Procesos enfocados no en la forma, sino en resolver conflictos. Un proceso judicial resuelto, añejo, no es solución justa. SCJN rectora en construir precedentes para el reconocimiento y garantía de Derechos Humanos y acercar la justicia a la ciudadanía. Transversalidad en resoluciones: perspectiva de género, enfoques de interculturalidad, interseccionalidad, reinserción social, derechos de las infancias, adolescencia, grupos vulnerables.","De mi experiencia profesional aprendí que al impartir justicia se deben atender las causas y consecuencias de los conflictos; abordarlos con sensibilidad y eficacia, atender la versión de las personas involucradas. Tomar en cuenta las consecuencias que tendrá la resolución, para quien interpone el recurso y para toda la sociedad. Impartir justicia es no agudizar el conflicto, sino lograr una solución equitativa y armónica, para seguir construyendo la paz y restaurar la confianza en instituciones","Buscar el interés social. El amparo no es un medio para obstaculizar la función del estado; sería contrario a la colectividad. La división de poderes no es confrontación, es el ejercicio coordinado de sus funciones. A la sociedad le interesa la protección de los derechos, pero no a costa de sí misma. Los jueces constitucionales deben actuar para proteger al pueblo; deben aplicar las leyes dictadas por los representantes populares, no construir reglas especiales basadas en su criterio.","Evitar el amparo para efectos. Justicia; que llega tarde, no es justicia. Usar el amparo para corregir vicios de forma retrasa la solución de los conflictos. Ninguna formalidad justifica la falta de justicia pronta y expedita. Retrasar la solución apegada a las leyes dictadas por los representantes populares y los hechos probados, por tecnicismos y formalismos, prolongando las controversias, tiene un costo altísimo para la sociedad y las partes. La SCJN debe procurar pronunciarse sobre el fondo.","Utilizar lenguaje accesible. El legislativo plasma los valores de la sociedad en leyes; la realidad social determina el sistema jurídico, no al revés. Los jueces aplican esas leyes dictadas por los representantes populares, no las crean. Las sentencias deben ser claras, sencillas y accesibles para las personas a quienes van dirigidas. Las sentencias son manifestaciones vivas de los valores de una sociedad, no pueden ser extrañas a ella. El pueblo debe poder sentirlas como propias."
16,17,IBARRA OLGUIN ANA MARIA,M,1984-06-26,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_18.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/18.jpg,"Quiero ser Ministra para garantizar una justicia accesible, equitativa y con impacto real en la vida de las personas.","La función jurisdiccional es la herramienta ideal para garantizar una justicia con equidad, sentido social y responsabilidad institucional. Creo en decisiones técnicas, pero también empáticas, que prioricen la protección de los derechos humanos y eliminen formalismos innecesarios. La Suprema Corte debe ser un espacio que escuche a la ciudadanía y responda con soluciones que transformen vidas y construyan un país más justo.","La justicia debe ser cercana, sensible y accesible o no será justicia. Los tribunales deben ser espacios donde todas las personas, especialmente las más vulnerables, encuentren respuestas claras y soluciones reales. Simplificaré procesos, usaré un lenguaje claro y garantizaré que mis decisiones judiciales reduzcan las brechas de desigualdad para que la justicia sea un derecho al alcance de todas y todos.","Justicia con equidad. Tratar igual a los desiguales, es profundizar la injusticia. Juzgaré con perspectiva, empatizando con las personas más vulnerables. Separaré el poder del dinero de la justicia, porque esta no puede servir solo a las élites. Eliminaré normas y prácticas discriminatorias que perpetúan prejuicios de género, raciales o socioeconómicos. Mis decisiones judiciales serán justas, sí, pero también contribuirán a reducir las brechas históricas de exclusión y discriminación.","Justicia con sentido social. La sociedad no puede ir por un lado, y el derecho por otro, por eso la Corte debe ser el motor de cambio social. Erradicaré los obstáculos procesales en el amparo que solo retrasan la justicia. Mis precedentes no solo resolverán conflictos, sino que serán la guía hacia una sociedad más justa. Abriré la Corte: sentencias claras, audiencias públicas y participación ciudadana serán clave. Porque la justicia debe servir al pueblo, no al revés.","Justicia con responsabilidad institucional. La Corte debe ser puente, no muro: trabajaré con otros poderes para proteger derechos sin crisis. Seré un referente ético: sin privilegios, con transparencia y decisiones justas que sirvan al pueblo. Actuaré cuando los derechos peligren, pero sin usurpar funciones ajenas. La Corte no impone autoridad: la gana con humildad y firmeza."
17,18,MADRIGAL VALDEZ LUTGARDA,M,,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_29.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/29.jpg,Mi experiencia y enfoque humanista me permitirán vigilar que el respeto a la Constitución garantice el bien común.,"La administración de justicia no se limita a los principios que se encuentran establecidos en la Constitución; debe incorporar en su impartición, preceptos que vayan de la mano al respeto y preservación de la dignidad como base de los derechos humanos, estos deben ajustarse a la realidad social, respetando cada uno de sus matices, diferencias y grupos sociales, considerando en sus diferencias, los ajustes razonables para la protección de sus derechos sin distinción ni discriminación.",Es indispensable que la justicia sea para todas y todos sin distinción; la justicia social es una asignatura pendiente que solo se alcanzará mediante una impartición de justicia imparcial que incorpore la voz del pueblo en sus decisiones y que sea procurada por mexicanas y mexicanos honestos con un alto sentido de responsabilidad para la defensa de la Constitución y sobre todo que sean sensibles respecto a la protección de los derechos humanos de las personas en estado de vulnerabilidad.,"Garantizar una participación activa de niñas, niños y adolescentes como sujetos de derechos en las decisiones de los juzgadores que impliquen cualquier cambio en su realidad social, así como el menoscabo de sus derechos. Al respecto, propongo que todos los juzgadores cuenten con el personal especializado suficiente y apto para propiciar las condiciones adecuadas para tal efecto, en espacios dignos y apropiados para su atención que garanticen la aplicación del interés superior de la infancia.","A fin de garantizar un adecuado acceso universal a la justicia, entendida como un derecho humano esencial, es una realidad que en México un obstáculo para el cumplimiento de este derecho es la falta de representación jurídica especializada y adecuada, por lo que propongo un fortalecimiento integral de las defensorías de oficio que permita no solo el acceso a la justicia para todas y todos, sino que se realice mediante una representación técnica y de calidad.","La creciente judicialización de la vida social incide de manera directa en el aumento de procesos judiciales trayendo como consecuencia el incremento de la carga laboral en los entes jurisdiccionales, además del incremento de recursos para la atención de estos asuntos, ralentizando los procesos y provocando una deficiencia en la economía procesal. En consecuencia, se proponen políticas públicas que propicien la difusión y prioricen el uso de medios alternativos a la solución de conflictos."
18,19,MARTINEZ VALERO DORA ALICIA,M,1976-01-03,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_30.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/30.jpg,Facilitar la impartición de justicia con una visión ciudadana y desde su entorno resolver sus problemas jurídicos.,"El Poder Judicial y sobre todo la Suprema Corte, debe asumir el papel activo, firme y de enseñanza en la promoción y protección máxima de los derechos humanos, fortaleciendo la paz social mediante los valores de cercanía, independencia, libertad, democracia y eficacia, simplificando el acceso a la justicia y llegando a cada rincón de nuestro país como respuesta esperanzadora y real para quienes lo necesitan, promoviendo el sentimiento de que TODOS SOMOS IGUALES ANTE LA LEY.","Desde la prudencia y el valor, me convertiré en facilitadora de justicia, cercana a la ciudadanía e interesada permanentemente en entender la realidad que los llevó al conflicto legal. No hay forma más empática de juzgar a las personas que entender sus circunstancias y el impacto que el juicio tiene en sus vidas. Siempre mi compromiso será la justicia, mi guía la Constitución y todas y cada una de mis capacidades servirán para resolver los problemas jurídicos maximizando los derechos humanos.","Una Suprema Corte cercana: que resuelva los asuntos relevantes y relacionados con derechos humanos desde el lugar donde se origine el conflicto. Las audiencias públicas serán prioritarias para escuchar siempre de manera previa a las partes, antes de emitir las resoluciones.","Una Suprema Corte incluyente y accesible: que realice formatos en lenguas indígenas; en braille; en video y con subtítulos; para infancias y juventudes que faciliten la presentación de juicios o documentos por violaciones a sus derechos humanos y que de igual forma al dictar sentencia, estas sean en formatos accesibles para las personas que hayan sido parte en los mismos.","Defensoría Pública y Escuela Judicial en movimiento: Que ambas instituciones vayan a los lugares necesarios sin importar su lejanía, la primera con la finalidad de recabar información y atender problemáticas judiciales; que, por la distancia o vulnerabilidad de las personas, no han sido presentadas y resueltas. La segunda para dar talleres y cursos no solo a quienes imparten justicia, sino a la ciudadanía en general sobre los derechos humanos, el acceso a la justicia y qué hace el Poder Judicial"
19,20,MORALES IBAÑEZ MARISELA,M,,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_4102.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/4102.jpg,"Para que la justicia sea una realidad, se imparta con imparcialidad y mirada social, protegiendo los derechos humanos.","Concibo la función jurisdiccional en México como un pilar fundamental para garantizar la solución justa de todo conflicto de manera pronta e institucional, contribuyendo a la paz social, la seguridad jurídica y el acceso a la justicia para todas y todos. Esta labor debe sustentarse en la credibilidad, la confianza y la excelencia de quienes la integran, además de un firme compromiso con la transparencia, la rendición de cuentas y la cercanía con la sociedad, siempre abierta al escrutinio público","Mi visión de la impartición de justicia en México se basa en tres fundamentos esenciales: el respeto a la Constitución, a los Tratados Internacionales ratificados por el país y a la normativa secundaria vigente. El objetivo es que el Poder Judicial, con eficiencia y eficacia, sea un verdadero garante del bienestar social y de un Estado Social y Democrático de Derecho, siempre comprometido con el respeto y la protección de los Derechos Humanos de todas las personas.","Informar a la sociedad sobre el funcionamiento y resoluciones del Poder Judicial, mediante una campaña de difusión de su estructura, funciones y diferencias con otras entidades públicas, como la policía o los ministerios públicos. Asimismo, se propone difundir cápsulas informativas sobre las resoluciones del Pleno de la Corte, para que la sociedad tenga claridad acerca de las problemáticas y soluciones adoptadas.","Fortalecer la Justicia Digital para que los procedimientos sean accesibles, sencillos y apegados a las necesidades de la sociedad, esto bajo la dirección de un Comité Nacional en tecnología aplicada a la justicia. Además, fortalecer el control difuso de la Constitución en tribunales constitucionales locales, para que los jueces analicen si una ley es acorde con la Constitución o los tratados, y si no lo es, puedan no aplicarla, lo que contribuiría a reducir los amparos ante la justicia federal.","Impulsar reformas tendientes al fortalecimiento, mejora y eficacia de la Defensoría Pública, en los ámbitos Federal y Local, mediante una Ley general en la materia; conformar órganos con procesos homologados, enfoque diferenciado en atención a víctimas, con personal suficiente y especializado y sin que dependa del Poder Judicial."
20,21,MOSRI GUTIERREZ MAGDA ZULEMA,M,,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_31.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/31.jpg,"Quiero garantizar una justicia sin corrupción, impunidad, ni discriminación. Un justicia al servicio de la gente.","Esta debe garantizar justicia real y efectiva, sin simulaciones ni privilegios. Debe ser clara, accesible y responder plenamente a las necesidades de la sociedad, sensible a las desigualdades y actuar para que no se profundicen. Como juzgadora, estoy comprometida con la transparencia, la rendición de cuentas y la igualdad procesal; para mí, las sentencias deben fortalecer la unidad nacional y proteger los derechos humanos, sin que sean convertidos en instrumentos de abuso o manipulación.","Desde hace más de 15 años he trabajado para impulsar una impartición de justicia cercana, transparente y eficaz. Aspiro a representar una nueva etapa en la Corte: una que combine firmeza institucional, sensibilidad social y apertura al cambio. Por que la justicia no es un privilegio, es un derecho. Y debe estar al alcance de todas y todos, sin excepción. Para mí, impartir justicia es también hacer justicia social. Y esa es la base sobre la que quiero contribuir a la transformación del país.","Hacer de mi trabajo y de mi ponencia, el modelo al que jueces, magistrados y ministras quieran seguir. Propongo implementar un sistema automatizado de inteligencia artificial que permita identificar si se violan criterios jurisprudenciales obligatorios y si se aplican las perspectivas de género o derechos humanos durante el proceso, para detectar oportunamente desviaciones o interpretaciones discriminatorias que pudieran trascender a la sentencia definitiva o afectar la impartición de justicia.","La creación de una instancia ciudadana postelectoral, integrada por profesionistas del derecho u organizaciones de abogados que revisen si las sentencias se dictaron debidamente, para que cuando haya irregularidades claras que hayan afectado la igualdad de las partes o se presuma corrupción al resolver, se puedan adoptar medidas para remediar o corregir los daños causados con dichas resoluciones y evitar así que las personas no sean privadas de sus derechos arbitrariamente.","Audiencias públicas itinerantes con intérpretes de lenguas indígenas y en lengua de señas mexicana en diversas ciudades y poblados en la República mexicana, especialmente en los centros urbanos más distantes, para propiciar que más personas puedan acceder a la justicia, sin que la distancia ni su idioma sean impedimentos, por lo que también promoveré la inclusión de cursos de capacitación en lenguas indígenas y en lengua de señas mexicana para el personal jurisdiccional."
21,22,ORTIZ AHLF LORETTA,M,1955-02-24,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_4105.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/4105.jpg,"Aspiro continuar en el cargo como Ministra para seguir trabajando por el pueblo de México, con honestidad y preparación.","JUZGAR PARA LA PAZ, SEGURIDAD Y PROSPERIDAD. Juzgar no se reduce a resolver conflictos, sino que implica contribuir al proyecto nacional para un mejor México. La democratización de la judicatura obliga a ver a la cara a las personas, con sensibilidad, empatía y reciprocidad. La refundación del Poder Judicial abrió la puerta a la pluralidad de perfiles y perspectivas, basado en un fuerte vínculo con la comunidad, en la transparencia y en la confianza social.","PARA QUE SEA JUSTICIA, TIENE QUE SER SOCIAL. El nuevo modelo implica un replanteamiento de las obligaciones del Poder Judicial; exige que las personas juzgadoras interpretemos la Constitución y los derechos humanos como herramientas vivas, que respondan al dolor que enfrenta nuestro país debido a la pobreza, la discriminación y las distintas clases de violencia, sobre todo la de género. Tenemos una oportunidad única para pagar esas deudas en materia de justicia social.","SENTENCIAS SOCIALES. Las resoluciones de la Suprema Corte deben tener un impacto social. Para ello, se impulsará un mecanismo que permita identificar y atraer asuntos que sean de especial importancia para el pueblo de México, y que versen sobre derechos económicos, sociales, culturales y ambientales. Así, se establecerán criterios que contribuyan al proyecto nacional de prosperidad y mejoramiento de las condiciones de vida de todas las personas, sobre todo de las históricamente desprotegidas.","JUSTICIA PÚBLICA. La nueva Ley Orgánica del Poder Judicial prevé la celebración de audiencias públicas ante la Suprema Corte, previo a la resolución del asunto correspondiente. Continuaré trabajando para maximizar este derecho de participación social, desde la perspectiva del acceso a la justicia, la inclusión y la igualdad de trato. Esta participación es una parte fundamental de la democratización del Poder Judicial. Las personas tienen que ser escuchadas por la máxima autoridad judicial.","MINISTRA AL TERRITORIO. Esto implica salir del zócalo de la Ciudad de México para atender audiencias en distintos municipios y localidades del país, conforme a un plan de trabajo y calendarización. Esto contribuirá a la proximidad social y a la contextualización de las problemáticas locales. Además de escuchar a quienes son partes en los asuntos, se recibirá a organizaciones de la sociedad civil y a todo tipo de colectivos que tengan un interés concreto. Acceso a la justicia y desde la justicia."
22,23,ORTIZ MONROY CYNTHIA,M,1997-07-22,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_32.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/32.jpg,"Por qué la justicia no puede ser un lujo ni un privilegio, quiero ser Ministra para que la justicia sea nuestra de todos","En México, más del noventa y cuatro por ciento de los delitos quedan impunes. 2 de cada 3 personas no confían en los y las jueces ni en el sistema judicial. La justicia no debe ser lenta ni difícil de entender, quienes juzgamos. Tenemos la responsabilidad de acercarla a la gente, hacerla clara y accesible. La justicia debe ser rápida, transparente y dejar de ser un privilegio de unos pocos.","Mi visión es transformar un sistema de justicia que considero ineficaz, distante y discriminatorio. Aspiro a construir un modelo accesible, transparente y equitativo, donde la justicia no sea privilegio, sino un derecho tangible para todas las personas. Actualmente, en el acceso a justicia tienen ventaja quienes tienen poder económico y político; la corrupción es persistente y afecta a las víctimas, a quienes han sido abandonadas y no tienen protección de las autoridades. El cambio es urgente.",Sanciones y regulación a defensores corruptos. Buscaré la implementación de un mecanismo efectivo de denuncias y sanciones contra abogadas y abogados que lucran con la desesperación de las familias. Impulsaré un proceso de revisión de los casos que haya y/o tengan malas defensas para erradicar la red de coyotes estafadores. Se crearán procedimientos eficientes de atención a denuncias de abusos de coyotes y abogadas y abogados que agravan los casos en lugar de defenderlos.,"Asesoría Legal Comunitaria y revisión de la criminalización de la pobreza, Quiero establecer centros de asesoría gratuita en comunidades vulnerables para prevenir estafas y garantizar que las familias comprendan los procesos judiciales, mi oficina tendrá una unidad móvil para llegar a quienes lo necesiten. Se hará una revisión de casos de criminalización de la pobreza, a través de una comisión que revisará la situación de las personas sin sentencias.",Ser una Ministra de calles: Democratizar el derecho y hacerlo accesible. Realizaré brigadas jurídicas populares para que todas las personas conozcan los alcances y responsabilidades de la Suprema Corte; estoy comprometida con la enseñanza del derecho desde una perspectiva inclusiva y poniendo al centro la justicia social. Trabajaré de la mano de la ciudadanía para desarrollar observatorios ciudadanos que vigilen el trabajo del Corte. La transparencia será un eje transversal.
23,24,PEREZ ROMO LORENA JOSEFINA,M,1976-05-12,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_19.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/19.jpg,"Mi propósito de vida es servir para hacer justicia con enfoque social, integridad, sensibilidad y profesionalismo.","Resolver los conflictos jurídicos con un servicio que debe ser eficiente, incorruptible, accesible y sensible a las necesidades de la población. Mi visión se centra en la consolidación de un Poder Judicial transparente e incluyente, que atienda con agilidad y rigor jurídico los desafíos sociales que enfrentamos como Nación y que a su vez promueva eficazmente la equidad y la confianza ciudadana en la impartición de justicia.","La impartición de justicia es la función más noble que conozco y, por ello, me he preparado toda mi vida para dicha responsabilidad y compromiso. Es una actividad de servicio que debe implicar para la persona juzgadora aportar toda la experiencia, conocimiento, sensibilidad y atención a las necesidades de las personas involucradas y que con ello se cumpla su objetivo, para lo cual debe hacerse de forma transparente e impoluta. Prioriza la protección de los grupos históricamente vulnerados.","Una Corte Ciudadana y que rinde cuentas, este rubro, obedece a la imperante necesidad de transformar la relación de la Corte con el Pueblo de México, ya no puede haber Tribunales distantes y alejados de la compleja realidad y las necesidades de los y las mexicanas, en este eje, establezco 4 puntuales propuestas: 1. La Corte en tu comunidad. 2. Una Corte evaluada por el pueblo. 3. Una corte que combate la corrupción. 4. Uso de lenguaje claro y sencillo, así como aplicación de la IA.","Una corte propositiva. Si bien es cierto, hay 3 Poderes independientes y autónomos, también es verdad que existe un solo Estado Mexicano, y la suma de los 3 Poderes debe reflejarse en el reforzamiento y colaboración de las soluciones efectivas para el Pueblo de México. En este eje, propongo 3 acciones contundentes: 5. Impulso de una Defensoría Nacional que asesore al pueblo. 6. Fortalecimiento a la capacitación y 7. Una corte de participación sustentable y efectiva.","Una corte innovadora y eficiente, en este rubro presento acciones dirigidas a mejorar y renovar el trabajo de la Corte, mediante el uso eficiente de la tecnología. Así, presento 3 propuestas: 8. La creación de módulos de atención ciudadana, 9. Reducción de gastos y reglas internas de la Corte y 10. Una corte que te conoce: Espacio virtual de escucha ciudadana. Mi compromiso es 24 horas al día contigo, porque esto se trata de servir para hacer justicia."
